users,scaled_ads,,,
399218,0.038993412,,,
399799,0.04047718,,,
400275,0.028844442,,,
400582,0.040299128,,,
400899,0.096800997,,,
401245,0.038162502,,,
402332,0.045403288,,,
402978,0.035847825,,,
403881,0.043147961,,,
404879,0.041070687,,,
405305,0.039540757,,,
406210,0.026114309,,,
407118,0.066472788,,,
407250,0.048192771,,,
407275,0.041011336,,,
407434,0.012404297,,,
407642,0.034304707,,,
408551,0.022025705,,,
409073,0.063386551,,,
411179,0.484776545,,,
411701,0.053831088,,,
413128,0.041925337,,,
413340,0.038340554,,,
413418,0.028250935,,,
413658,0.245109633,,,
414128,0.038221853,,,
415282,0.026351712,,,
415381,0.03293964,,,
415581,0.035076266,,,
416319,0.082200724,,,
416580,0.425742937,,,
417679,0.047539913,,,
418329,0.059350703,,,
418488,0.071398896,,,
418692,0.366834827,,,
420648,0.026767167,,,
420669,0.631430151,,,
421247,0.06415811,,,
421515,0.064276812,,,
421666,0.487031871,,,
421700,0.046946406,,,
421870,0.04302926,,,
422066,0.047361861,,,
422668,0.029437949,,,
423042,0.143463734,,,
423413,0.04386017,,,
424553,0.080538904,,,
425632,0.02451184,,,
425653,0.027894831,,,
425953,0.064692267,,,
425966,0.026114309,,,
426478,0.191413502,,,
427426,0.038874711,,,
427506,0.452117176,,,
428056,0.046234198,,,
428552,0.030565612,,,
428858,0.488693691,,,
429345,0.045640691,,,
429375,0.37489732,,,
430722,0.431297542,,,
431144,0.030743664,,,
431337,0.039586919,,,
431602,0.482996024,,,
431746,0.018220666,,,
431899,0.143690995,,,
431912,0.021425604,,,
432333,0.038281204,,,
432637,0.03715354,,,
432941,0.054127841,,,
433080,0.05484005,,,
433339,0.039586919,,,
433905,0.035016915,,,
434238,0.03715354,,,
434623,0.50715176,,,
435231,0.034001358,,,
435596,0.062911746,,,
435669,0.039943023,,,
435837,0.02700457,,,
435882,0.462381546,,,
436320,0.047599264,,,
436894,0.017211704,,,
437069,0.075553445,,,
437162,0.503709419,,,
437251,0.050388747,,,
437539,0.05573031,,,
437549,0.04302926,,,
438189,0.053890439,,,
438406,0.037925099,,,
438551,0.482521218,,,
438596,0.029853404,,,
438839,0.042495104,,,
438937,0.027954181,,,
438985,0.105821706,,,
438995,0.023502879,,,
439052,0.04792899,,,
439120,0.055849012,,,
439363,0.04807407,,,
440212,0.050744851,,,
440655,0.045225236,,,
441200,0.035373019,,,
441205,0.05145706,,,
441448,0.020179239,,,
441457,0.035491721,,,
441982,0.038637308,,,
442484,0.042851208,,,
442718,0.042613805,,,
442812,0.022197163,,,
442819,0.018754822,,,
442833,0.042791857,,,
443305,0.025936257,,,
443453,0.049083032,,,
443598,0.025936257,,,
443652,0.041901597,,,
444387,0.035729123,,,
444885,0.045403288,,,
445351,0.035491721,,,
445515,0.038162502,,,
446124,0.04896433,,,
446138,0.493738501,,,
446473,0.039468218,,,
446933,0.057451481,,,
447053,0.048430174,,,
447591,0.048667577,,,
447737,0.037272242,,,
447951,0.068787465,,,
448025,0.027063921,,,
448154,0.043978871,,,
448295,0.044334975,,,
448467,0.029517083,,,
448564,0.06415811,,,
449033,0.088392981,,,
449326,0.079470592,,,
449619,0.051100956,,,
449804,0.044809781,,,
449980,0.070152531,,,
450164,0.071458247,,,
450193,0.055255505,,,
450305,0.046234198,,,
450615,0.046709004,,,
451291,0.041914786,,,
451674,0.021867437,,,
452034,0.535699448,,,
452532,0.499436168,,,
452594,0.064217461,,,
452612,0.386781656,,,
453143,0.044869132,,,
453168,0.034212383,,,
454264,0.050388747,,,
454430,0.037450294,,,
454616,0.033117692,,,
454661,0.04130809,,,
454920,0.044156923,,,
454934,0.287995789,,,
454955,0.021544305,,,
456226,0.043147961,,,
456318,0.038399905,,,
456663,0.021339875,,,
456671,0.033295745,,,
457468,0.049854591,,,
457599,0.051753813,,,
457967,0.02866639,,,
458479,1,,,
458688,0.0787386,,,
458725,0.014066117,,,
458762,0.028567472,,,
458814,0.034126654,,,
458855,0.043180934,,,
458919,0.044453677,,,
459229,0.028488338,,,
459486,0.033895846,,,
459645,0.02582415,,,
460072,0.043622767,,,
460181,0.027894831,,,
460553,0.096326191,,,
460625,0.227803948,,,
461559,0.059825509,,,
461744,0.027512348,,,
461791,0.027934398,,,
462127,0.073950976,,,
462456,0.046709004,,,
462894,0.038274609,,,
463652,0.021306902,,,
463698,0.049379785,,,
463783,0.019493409,,,
463867,0.041189388,,,
463910,0.051279008,,,
464080,0.036856787,,,
464160,0.009733515,,,
464239,0.047896018,,,
464542,0.047302511,,,
464597,0.01181079,,,
464614,0.525787881,,,
464673,0.039705621,,,
464782,0.02783548,,,
464855,0.46079886,,,
465138,0.05228797,,,
465343,0.033295745,,,
465531,0.02866639,,,
465568,0.02451184,,,
465731,0.487269274,,,
466205,0.035610422,,,
466342,0.013650662,,,
466723,0.140346766,,,
467007,0.043088611,,,
467092,0.448691317,,,
467339,0.024689893,,,
467809,0.031633925,,,
467892,0.111638673,,,
468106,0.057748234,,,
468370,0.059766158,,,
468409,0.461214315,,,
468666,0.047717965,,,
468801,0.029616001,,,
468808,0.045403288,,,
468832,0.345385188,,,
469237,0.024986646,,,
469418,0.018161315,,,
469440,0.342892663,,,
469464,0.0252834,,,
469699,0.050936092,,,
469767,0.08184462,,,
469824,0.049261084,,,
471077,0.055492908,,,
471161,0.043385364,,,
471186,0.039943023,,,
471500,0.028428987,,,
471565,0.022968722,,,
471649,0.018695472,,,
471687,0.061803866,,,
471717,0.033592498,,,
471935,0.070086586,,,
471946,0.031871328,,,
471973,0.014600273,,,
472394,0.038340554,,,
472446,0.061487329,,,
472614,0.053296932,,,
472713,0.050197506,,,
472785,0.029794053,,,
472966,0.02735408,,,
473332,0.04469108,,,
473343,0.053949789,,,
473402,0.394645635,,,
473467,0.075784254,,,
473568,0.027420025,,,
473712,0.07169565,,,
473847,0.022256514,,,
474007,0.008131046,,,
474120,0.512790077,,,
474239,0.236555111,,,
474261,0.044631729,,,
474278,0.014778325,,,
474384,0.061962134,,,
474464,0.035610422,,,
474546,0.043266663,,,
474951,0.042685026,,,
474980,0.038281204,,,
475060,0.017864562,,,
475130,0.0633272,,,
475467,0.038459256,,,
475531,0.036428143,,,
476081,0.050685501,,,
476104,0.063742655,,,
476124,0.029200546,,,
476173,0.027479376,,,
476270,0.037925099,,,
476393,0.055314855,,,
476436,0.0759689,,,
476535,0.040490369,,,
476665,0.04813342,,,
476693,0.059291353,,,
476714,0.07590955,,,
476742,0.028013532,,,
476916,0.032642887,,,
476956,0.025402101,,,
477285,0.026292362,,,
477316,0.0675411,,,
477597,0.030743664,,,
477730,0.066591489,,,
477805,0.038934061,,,
478003,0.028773221,,,
478146,0.467861594,,,
478188,0.023087424,,,
478228,0.02362158,,,
478291,0.044631729,,,
478533,0.025758205,,,
478585,0.048845629,,,
478760,0.538673396,,,
478801,0.039978634,,,
478834,0.026054959,,,
479071,0.046557329,,,
479078,0.017033652,,,
479101,0.062674343,,,
479254,0.036691924,,,
479524,0.398388299,,,
479785,0.005341563,,,
480186,0.077749421,,,
480313,0.498130453,,,
480331,0.029675352,,,
480690,0.05484005,,,
480796,0.026114309,,,
480877,0.037509644,,,
480895,0.500741884,,,
480975,0.015609235,,,
481050,0.059528755,,,
481245,0.025613126,,,
481292,0.045225236,,,
481358,0.018161315,,,
481554,0.038169097,,,
481622,0.04475043,,,
481772,0.054068491,,,
481781,0.015905988,,,
482264,0.040714582,,,
482335,0.020865069,,,
482424,0.045977011,,,
482548,0.076859161,,,
482602,0.072823313,,,
482621,0.02534275,,,
482630,0.067897205,,,
482744,0.042389591,,,
482811,0.45486379,,,
483224,0.06409876,,,
483237,0.046174847,,,
483345,0.057688884,,,
483480,0.042020298,,,
483483,0.039824322,,,
483525,0.060359665,,,
483603,0.043550227,,,
483928,0.061902784,,,
483982,0.025402101,,,
484249,0.031396522,,,
484342,0.276509119,,,
484418,0.039705621,,,
484987,0.052109918,,,
485149,0.035584044,,,
485260,0.037509644,,,
485393,0.446020535,,,
485505,0.022850021,,,
485518,0.066116683,,,
485536,0.018543798,,,
485544,0.067066295,,,
485591,0.033355095,,,
485658,0.579440916,,,
485780,0.055433557,,,
485785,0.032583536,,,
485891,0.343072305,,,
485894,0.035313668,,,
486046,0.020475993,,,
486113,0.04641225,,,
486191,0.017805211,,,
486261,0.018873524,,,
486268,0.035491721,,,
486270,0.047539913,,,
486366,0.035016915,,,
486447,0.198827599,,,
486454,0.03798445,,,
486605,0.031990029,,,
486671,0.076621758,,,
486751,0.39997626,,,
486823,0.052940827,,,
487002,0.023799632,,,
487036,0.032102136,,,
487040,0.062021485,,,
487101,0.050151344,,,
487276,0.05650187,,,
487352,0.022197163,,,
487453,0.547450887,,,
487637,0.031871328,,,
487680,0.100909521,,,
487715,0.487692048,,,
487858,0.031337171,,,
487954,0.035900581,,,
488009,0.019704433,,,
488099,0.018161315,,,
488246,0.019585732,,,
488314,0.500919936,,,
488410,0.04386017,,,
488430,0.433022731,,,
488462,0.032761588,,,
488480,0.173132694,,,
488511,0.057273429,,,
488529,0.03288029,,,
488539,0.02783548,,,
488672,0.055136803,,,
488827,0.055789661,,,
488865,0.028844442,,,
488870,0.462117765,,,
488918,0.055433557,,,
488974,0.036916137,,,
489096,0.038399905,,,
489131,0.013116505,,,
489575,0.048034503,,,
489635,0.051279008,,,
489661,0.011692089,,,
489730,0.042495104,,,
489785,0.040121075,,,
489786,0.009021307,,,
489802,0.015965339,,,
489844,0.023206125,,,
489852,0.042969909,,,
489949,0.457000415,,,
489953,0.062852395,,,
489992,0.045047184,,,
490040,0.055255505,,,
490107,0.04890498,,,
490133,0.056857974,,,
490201,0.03288029,,,
490348,0.028488338,,,
490358,0.036738085,,,
490517,0.036381981,,,
490576,0.021366253,,,
490608,0.043022665,,,
490629,0.061487329,,,
490671,0.054892806,,,
491003,0.052169268,,,
491124,0.048667577,,,
491141,0.059528755,,,
491175,0.044346846,,,
491182,0.063914113,,,
491241,0.027954181,,,
491266,0.074129028,,,
491559,0.050863553,,,
491597,0.062318238,,,
491617,0.024663514,,,
491706,0.036619384,,,
491772,0.02783548,,,
491925,0.051694463,,,
491930,0.042613805,,,
491995,0.506914357,,,
492209,0.040239777,,,
492211,0.052703425,,,
492287,0.024558002,,,
492371,0.049854591,,,
492497,0.48525135,,,
492614,0.004095199,,,
492999,0.018517419,,,
493177,0.036500683,,,
493409,0.0633272,,,
493476,0.024333788,,,
493718,0.047612453,,,
494294,0.046709004,,,
494374,0.035610422,,,
494382,0.061309277,,,
494441,0.086830079,,,
494463,0.029378598,,,
494484,0.060240964,,,
494590,0.038459256,,,
494630,0.036006093,,,
494680,0.037628346,,,
494704,0.075375393,,,
494985,0.062971096,,,
495029,0.314899185,,,
495042,0.073654223,,,
495080,0.044809781,,,
495272,0.028303691,,,
495273,0.080835658,,,
495386,0.037925099,,,
495482,0.083750437,,,
495592,0.039488001,,,
495603,0.048845629,,,
495727,0.068253309,,,
496016,0.077452668,,,
496074,0.021306902,,,
496273,0.041492736,,,
496286,0.070330583,,,
496332,0.050032643,,,
496382,0.042257701,,,
496408,0.408902605,,,
496566,0.041070687,,,
496899,0.119164486,,,
496972,0.029253302,,,
497042,0.072051754,,,
497077,0.936024563,,,
497108,0.031040418,,,
497225,0.045403288,,,
497475,0.027657428,,,
497615,0.045343937,,,
497678,0.04391952,,,
497680,0.035254318,,,
497829,0.05228797,,,
497915,0.041960947,,,
498154,0.022315864,,,
498199,0.039171464,,,
498287,0.06077512,,,
498298,0.042910558,,,
498357,0.050744851,,,
498363,0.033651849,,,
498500,0.467980296,,,
498574,0.03709419,,,
498607,0.045996795,,,
498665,0.202293598,,,
498857,0.044216274,,,
498931,0.021663007,,,
499028,0.035729123,,,
499038,0.04219835,,,
499252,0.053000178,,,
499313,0.03377055,,,
499366,0.049201733,,,
499375,0.05151641,,,
499379,0.038696659,,,
499461,0.042435753,,,
499475,0.04053653,,,
499633,0.058044988,,,
499634,0.035161994,,,
499659,0.094664372,,,
499669,0.013152116,,,
499751,0.057372347,,,
499760,0.005578966,,,
499780,0.138168437,,,
499810,0.031680087,,,
499847,0.067184996,,,
499969,0.030506261,,,
499979,0.05151641,,,
499990,0.457943796,,,
500078,0.042435753,,,
500196,0.04047718,,,
500243,0.021814681,,,
500257,0.013828714,,,
500288,0.015668586,,,
500299,0.018339367,,,
500493,0.02534275,,,
500532,0.026648466,,,
500646,0.029734702,,,
500745,0.048430174,,,
500773,0.071992403,,,
500791,0.065463826,,,
500828,0.025520802,,,
500972,0.025758205,,,
500974,0.053415633,,,
501087,0.036856787,,,
501125,0.030506261,,,
501184,0.100243338,,,
501322,0.050197506,,,
501344,0.01436287,,,
501436,0.485666805,,,
501512,0.024867945,,,
501708,0.444833521,,,
501735,0.039586919,,,
501764,0.024749243,,,
501780,0.060478367,,,
501794,0.044334975,,,
501817,0.044763619,,,
501830,0.015378427,,,
501897,0.020001187,,,
501947,0.398789246,,,
502063,0.010683127,,,
502145,0.027538726,,,
502210,0.484954597,,,
502212,0.026767167,,,
502353,0.054543296,,,
502412,0.039527568,,,
502435,0.038993412,,,
502444,0.06415811,,,
502609,0.053099096,,,
502626,0.028903793,,,
502799,0.067956555,,,
502819,0.100362039,,,
502826,0.038637308,,,
502847,0.044928482,,,
502850,0.018517419,,,
502875,0.035313668,,,
502995,0.019598921,,,
503042,0.030803015,,,
503049,0,,,
503058,0.025592023,,,
503126,0.03715354,,,
503161,0.025402101,,,
503277,0.041426791,,,
503342,0.352582508,,,
503418,0.07003383,,,
503483,0.031574574,,,
503621,0.055908363,,,
503760,0.051813164,,,
503773,0.034482759,,,
503918,0.020832097,,,
503928,0.03038756,,,
503945,0.037925099,,,
503973,0.072249589,,,
504081,0.033426316,,,
504133,0.046768354,,,
504240,0.060181613,,,
504299,0.034126654,,,
504320,0.041426791,,,
504371,0.067659802,,,
504435,0.241430939,,,
504473,0.030862366,,,
504579,0.020535343,,,
504610,0.012166894,,,
504665,0.021076094,,,
504669,0.04391952,,,
504786,0.043978871,,,
504859,0.022315864,,,
504892,0.04469108,,,
504916,0.467980296,,,
504936,0.058955032,,,
504945,0.05552588,,,
505062,0.028488338,,,
505066,0.020654045,,,
505172,0.466318476,,,
505230,0.030921716,,,
505285,0.066057333,,,
505289,0.038934061,,,
505358,0.060715769,,,
505414,0.029378598,,,
505498,0.032286783,,,
505617,0.223423713,,,
505667,0.031891111,,,
505680,0.039468218,,,
505713,0.035491721,,,
505747,0.036025877,,,
505771,0.037324998,,,
505854,0.051753813,,,
505916,0.069974479,,,
505933,0.11418063,,,
505941,0.034067304,,,
506013,0.056739272,,,
506130,0.039085136,,,
506186,0.083684492,,,
506234,0.042811641,,,
506250,0.040417829,,,
506347,0.007003383,,,
506427,0.063070014,,,
506611,0.036144578,,,
506652,0.029378598,,,
506675,0.035076266,,,
506704,0.045462639,,,
506777,0.03288029,,,
506807,0.056383168,,,
506828,0.052050567,,,
506837,0.032998991,,,
506858,0.030565612,,,
506990,0.027954181,,,
507036,0.049498487,,,
507133,0.034720161,,,
507207,0.04219835,,,
507273,0.045462639,,,
507376,0.023206125,,,
507395,0.480846209,,,
507431,0.039764971,,,
507435,0.038162502,,,
507505,0.016961112,,,
507513,0.018794389,,,
507531,0.027301324,,,
507557,0.045462639,,,
507573,0.030209508,,,
507617,0.034845457,,,
507728,0.019882486,,,
507732,0.305047988,,,
507753,0.040595881,,,
507759,0.027063921,,,
507773,0.040002374,,,
507805,0.475069365,,,
508050,0.045165885,,,
508096,0.027406836,,,
508111,0.465546917,,,
508144,0.031099769,,,
508153,0.033058342,,,
508240,0.038934061,,,
508360,0.04047718,,,
508367,0.034898214,,,
508497,0.044869132,,,
508512,0.083209686,,,
508546,0.033651849,,,
508611,0.017152353,,,
508625,0.496943439,,,
508693,0.050388747,,,
508713,0.01940768,,,
508731,0.051397709,,,
508829,0.462223277,,,
508848,0.048014719,,,
508849,0.036441332,,,
508856,0.448157161,,,
508857,0.043563416,,,
508860,0.023918333,,,
508866,0.054602647,,,
508877,0.063808601,,,
508891,0.021722357,,,
508892,0.053831088,,,
508901,0.018458069,,,
508912,0.391477669,,,
508917,0.016380794,,,
508923,0.446554692,,,
508938,0.061487329,,,
508940,0.070455879,,,
508944,0.05234732,,,
508946,0.044334975,,,
508964,0.024037035,,,
508973,0.035900581,,,
509001,0.022315864,,,
509024,0.042732506,,,
509036,0.033651849,,,
509052,0.042079649,,,
509061,0.081666568,,,
509069,0.046056146,,,
509098,0.047665209,,,
509115,0.054246543,,,
509119,0.028488338,,,
509157,0.039230815,,,
509160,0.048726927,,,
509162,0.014798109,,,
509202,0.01774586,,,
509221,0.047612453,,,
509242,0.048014719,,,
509272,0.027776129,,,
509278,0.458899638,,,
509282,0.04434157,,,
509302,0.028303691,,,
509316,0.059469405,,,
509324,0.041070687,,,
509341,0.022256514,,,
509346,0.032524185,,,
509353,0.015167402,,,
509354,0.034186005,,,
509359,0.035551071,,,
509402,0.009436762,,,
509411,0.042317051,,,
509413,0.021247552,,,
509414,0.07424773,,,
509419,0.048845629,,,
509421,0.374600429,,,
509435,0.080360852,,,
509445,0.02872574,,,
509453,0.034838863,,,
509454,0.031930678,,,
509459,0.028785091,,,
509467,0.030803015,,,
509498,0.028072883,,,
509515,0.025243832,,,
509516,0.043128178,,,
509530,0.045462639,,,
509552,0.037568995,,,
509598,0.040121075,,,
509603,0.041426791,,,
509626,0.04807407,,,
509635,0.039349516,,,
509638,0.036381981,,,
509645,0.305941972,,,
509681,0.040714582,,,
509712,0.028844442,,,
509713,0.038043801,,,
509717,0.027954181,,,
509749,0.062258888,,,
509763,0.057510832,,,
509765,0.054048707,,,
509781,0.02403044,,,
509822,0.047421212,,,
509826,0.016644575,,,
509841,0.040595881,,,
509855,0.020297941,,,
509876,0.016084041,,,
509892,0.072111105,,,
509903,0.053000178,,,
509919,0.025105347,,,
509924,0.034370652,,,
509933,0.019585732,,,
509969,0.014291649,,,
509990,0.014718974,,,
510003,0.020475993,,,
510022,0.037390943,,,
510044,0.045106535,,,
510048,0.031515223,,,
510061,0.06665084,,,
510067,0.031047012,,,
510070,0.070271233,,,
510078,0.403015016,,,
510079,0.02265878,,,
510081,0.075612796,,,
510090,0.030921716,,,
510093,0.056679922,,,
510094,0.018220666,,,
510104,0.038459256,,,
510108,0.118991566,,,
510112,0.038637308,,,
510114,0.062733693,,,
510134,0.060122262,,,
510155,0.030209508,,,
510156,0.054543296,,,
510163,0.047361861,,,
510164,0.038221853,,,
510170,0.042435753,,,
510172,0.031396522,,,
510179,0.042435753,,,
510185,0.054483946,,,
510188,0.678044017,,,
510195,0.044394326,,,
510198,0.063808601,,,
510213,0.065523176,,,
510215,0.05953535,,,
510219,0.04890498,,,
510227,0.019229628,,,
510238,0.030803015,,,
510239,0.035729123,,,
510243,0.039468218,,,
510257,0.015490534,,,
510270,0.059825509,,,
510283,0.028785091,,,
510315,0.0843967,,,
510316,0.052940827,,,
510326,0.07763072,,,
510328,0.061962134,,,
510343,0.160422722,,,
510356,0.029972105,,,
510365,0.030268859,,,
510369,0.050566799,,,
510379,0.026648466,,,
510393,0.039112113,,,
510418,0.018913091,,,
510423,0.033829901,,,
510449,0.07362125,,,
510452,0.040239777,,,
510459,0.05484005,,,
510490,0.036500683,,,
510494,0.040015563,,,
510511,0.050863553,,,
510533,0.033236394,,,
510537,0.044964093,,,
510543,0.011276634,,,
510545,0.037568995,,,
510558,0.224375795,,,
510570,0.02914779,,,
510571,0.025580153,,,
510575,0.018280017,,,
510580,0.024689893,,,
510582,0.045047184,,,
510585,0.029319247,,,
510586,0.052169268,,,
510610,0.022137812,,,
510618,0.038518606,,,
510676,0.040892635,,,
510686,0.055433557,,,
510694,0.479369036,,,
510700,0.455681511,,,
510707,0.031574574,,,
510719,0.027828885,,,
510733,0.025698855,,,
510754,0.053296932,,,
510779,0.04386017,,,
510805,0.043207312,,,
510815,0.050883336,,,
510822,0.038274609,,,
510828,0.025876907,,,
510836,0.057748234,,,
510841,0.367370032,,,
510890,0.047295916,,,
510899,0.032381744,,,
510944,0.05151641,,,
510946,0.058519793,,,
510953,0.052881477,,,
510960,0.058519793,,,
510961,0.047717965,,,
510972,0.040951985,,,
511017,0.027479376,,,
511055,0.033295745,,,
511066,0.063149148,,,
511093,0.042495104,,,
511122,0.034245356,,,
511125,0.02872574,,,
511126,0.043550227,,,
511140,0.042732506,,,
511142,0.043326013,,,
511145,0.028369636,,,
511148,0.03293964,,,
511160,0.044987833,,,
511178,0.061724731,,,
511195,0.05151641,,,
511208,0.032286783,,,
511219,0.011039231,,,
511223,0.408142916,,,
511238,0.018398718,,,
511260,0.051753813,,,
511298,0.062258888,,,
511314,0.045291181,,,
511326,0.042495104,,,
511328,0.025105347,,,
511331,0.42323646,,,
511364,0.084218648,,,
511377,0.051872515,,,
511379,0.036006093,,,
511397,0.05304634,,,
511398,0.077333966,,,
511399,0.029886376,,,
511418,0.029734702,,,
511424,0.030862366,,,
511433,0.032365917,,,
511440,0.047599264,,,
511455,0.047777316,,,
511469,0.026529764,,,
511489,0.055077453,,,
511502,0.05650187,,,
511504,0.045343937,,,
511535,0.05317823,,,
511542,0.035788474,,,
511549,0.032820939,,,
511552,0.149102028,,,
511554,0.033473797,,,
511560,0.046827705,,,
511567,0.055374206,,,
511568,0.032524185,,,
511570,0.057629533,,,
511577,0.019763784,,,
511578,0.054365244,,,
511587,0.041782895,,,
511589,0.019348329,,,
511608,0.035669773,,,
511609,0.023799632,,,
511613,0.048786278,,,
511638,0.027360674,,,
511665,0.488337587,,,
511666,0.05145706,,,
511677,0.507567215,,,
511680,0.051575761,,,
511697,0.040417829,,,
511712,0.035254318,,,
511726,0.032346133,,,
511739,0.042758884,,,
511757,0.028013532,,,
511762,0.03038756,,,
511764,0.036381981,,,
511772,0.025105347,,,
511778,0.050685501,,,
511783,0.047124458,,,
511784,0.275598644,,,
511800,0.056857974,,,
511803,0.043563416,,,
511805,0.034159627,,,
511809,0.030090807,,,
511811,0.063445902,,,
511821,0.017152353,,,
511827,0.445130275,,,
511851,0.025613126,,,
511859,0.025520802,,,
511860,0.047302511,,,
511862,0.042613805,,,
511878,0.08164019,,,
511884,0.051041605,,,
511902,0.050250262,,,
511910,0.020654045,,,
511916,0.037034839,,,
511923,0.026351712,,,
511936,0.045818743,,,
511943,0.038637308,,,
511977,0.454745089,,,
511989,0.017152353,,,
511996,0.027360674,,,
511998,0.026529764,,,
512009,0.031040418,,,
512010,0.037568995,,,
512016,0.031363549,,,
512024,0.057214078,,,
512028,0.044275625,,,
512060,0.03743051,,,
512063,0.029675352,,,
512069,0.063920707,,,
512078,0.033473797,,,
512099,0.048773089,,,
512103,0.123881037,,,
512144,0.015167402,,,
512147,0.433049109,,,
512148,0.015312481,,,
512163,0.026529764,,,
512173,0.034126654,,,
512190,0.046234198,,,
512193,0.014125467,,,
512197,0.049406163,,,
512201,0.05062615,,,
512204,0.061902784,,,
512243,0.082800826,,,
512249,0.019051576,,,
512266,0.076562407,,,
512271,0.043339202,,,
512283,0.069295243,,,
512289,0.033711199,,,
512294,0.066769541,,,
512295,0.05145706,,,
512301,0.042317051,,,
512302,0.040121075,,,
512303,0.04053653,,,
512305,0.058994599,,,
512322,0.067600451,,,
512329,0.047065108,,,
512362,0.032207648,,,
512377,0.219077273,,,
512392,0.028989521,,,
512397,0.034850733,,,
512402,0.020759557,,,
512416,0.049261084,,,
512418,0.045165885,,,
512419,0.022671969,,,
512440,0.053593685,,,
512443,0.027716778,,,
512447,0.017152353,,,
512463,0.056620571,,,
512495,0.037331592,,,
512529,0.028132233,,,
512536,0.060419016,,,
512552,0.013591311,,,
512556,0.052729803,,,
512558,0.31211506,,,
512587,0.040892635,,,
512589,0.040833284,,,
512596,0.047302511,,,
512598,0.072111105,,,
512610,0.043022665,,,
512623,0.011751439,,,
512628,0.044334975,,,
512631,0.055077453,,,
512655,0.092085913,,,
512671,0.049439136,,,
512677,0.018042614,,,
512680,0.030506261,,,
512691,0.039705621,,,
512693,0.073001365,,,
512695,0.052050567,,,
512696,0.051160306,,,
512704,0.03626328,,,
512706,0.030409142,,,
512780,0.03743051,,,
512786,0.051041605,,,
512787,0.060419016,,,
512791,0.030921716,,,
512801,0.058104339,,,
512826,0.047421212,,,
512831,0.034779512,,,
512835,0.041070687,,,
512846,0.070449285,,,
512848,0.042138999,,,
512880,0.009140008,,,
512887,0.061012523,,,
512888,0.022256514,,,
512900,0.021339875,,,
512904,0.038281204,,,
512922,0.049439136,,,
512928,0.489049795,,,
512943,0.032346133,,,
512945,0.037628346,,,
