users,scaled_ads,,
403881,0.119047619,,
404879,0.111904762,,
405305,0.107804233,,
406210,0.071428571,,
407118,0.094047619,,
407250,0.130952381,,
407275,0.110714286,,
407434,0.03452381,,
407642,0.092857143,,
408551,0.059126984,,
409073,0.172619048,,
411179,0.396428571,,
411701,0.147619048,,
413128,0.114047619,,
413340,0.103571429,,
413418,0.077380952,,
413658,0.175,,
414128,0.10462963,,
415282,0.071428571,,
415381,0.089285714,,
415581,0.095238095,,
416319,0.222619048,,
416580,0.341666667,,
417679,0.128571429,,
418329,0.161904762,,
418488,0.195238095,,
418692,0.257857143,,
420648,0.073809524,,
420669,0.56547619,,
421247,0.173809524,,
421515,0.175,,
421666,0.4,,
421700,0.128571429,,
421870,0.117857143,,
422066,0.129761905,,
422668,0.080952381,,
423042,0.25952381,,
423413,0.119047619,,
424553,0.217857143,,
425632,0.067857143,,
425653,0.076190476,,
425953,0.176190476,,
425966,0.072619048,,
426478,0.136904762,,
427426,0.104761905,,
427506,0.346428571,,
428056,0.126190476,,
428552,0.082142857,,
428858,0.403571429,,
429345,0.122619048,,
429375,0.279761905,,
430722,0.348809524,,
431144,0.083333333,,
431337,0.10952381,,
431602,0.388095238,,
431746,0.05,,
431899,0.254761905,,
431912,0.058333333,,
432333,0.103571429,,
432637,0.102380952,,
432941,0.146428571,,
433080,0.148809524,,
433339,0.10952381,,
433905,0.095238095,,
434238,0.102380952,,
434623,0.454761905,,
435231,0.091931217,,
435596,0.170238095,,
435669,0.10952381,,
435837,0.073809524,,
435882,0.436904762,,
436320,0.130952381,,
436894,0.046428571,,
437069,0.203571429,,
437162,0.446428571,,
437251,0.139285714,,
437539,0.151190476,,
437549,0.116666667,,
438189,0.145899471,,
438406,0.103571429,,
438551,0.39047619,,
438596,0.080952381,,
438839,0.116666667,,
438937,0.075,,
438985,0.182142857,,
438995,0.064285714,,
439052,0.131084656,,
439120,0.151190476,,
439363,0.130952381,,
440212,0.138095238,,
440655,0.122619048,,
441200,0.096428571,,
441205,0.139285714,,
441448,0.054761905,,
441457,0.097619048,,
441982,0.105952381,,
442484,0.11547619,,
442718,0.11547619,,
442812,0.060714286,,
442819,0.051190476,,
442833,0.117857143,,
443305,0.070238095,,
443453,0.132142857,,
443598,0.071428571,,
443652,0.114285714,,
444387,0.097619048,,
444885,0.123809524,,
445351,0.095238095,,
445515,0.104761905,,
446124,0.132142857,,
446138,0.419047619,,
446473,0.107142857,,
446933,0.155952381,,
447053,0.130952381,,
447591,0.132142857,,
447737,0.101190476,,
447951,0.185714286,,
448025,0.073809524,,
448154,0.120238095,,
448295,0.120238095,,
448467,0.081349206,,
448564,0.175,,
449033,0.242195767,,
449326,0.21547619,,
449619,0.139285714,,
449804,0.121428571,,
449980,0.104761905,,
450164,0.192857143,,
450193,0.15,,
450305,0.126190476,,
450615,0.126190476,,
451291,0.11521164,,
451674,0.059126984,,
452034,0.369047619,,
452532,0.383333333,,
452594,0.176190476,,
452612,0.292857143,,
453143,0.121428571,,
453168,0.091931217,,
454264,0.138095238,,
454430,0.101190476,,
454616,0.089285714,,
454661,0.111904762,,
454920,0.120238095,,
454934,0.216666667,,
454955,0.058333333,,
456226,0.11547619,,
456318,0.103571429,,
456663,0.058068783,,
456671,0.09047619,,
457468,0.13452381,,
457599,0.139285714,,
457967,0.077380952,,
458479,0.776190476,,
458688,0.213624339,,
458725,0.038095238,,
458762,0.077116402,,
458814,0.094047619,,
458855,0.117328042,,
458919,0.121428571,,
459229,0.078571429,,
459486,0.092989418,,
459645,0.069708995,,
460072,0.120238095,,
460181,0.076190476,,
460553,0.260714286,,
460625,0.240079365,,
461559,0.160714286,,
461744,0.075,,
461791,0.077116402,,
462127,0.201190476,,
462456,0.128571429,,
462894,0.10462963,,
463652,0.05952381,,
463698,0.133333333,,
463783,0.051719577,,
463867,0.10952381,,
463910,0.139285714,,
464080,0.101190476,,
464160,0.026190476,,
464239,0.130952381,,
464542,0.128571429,,
464597,0.032142857,,
464614,0.427380952,,
464673,0.108333333,,
464782,0.075,,
464855,0.239285714,,
465138,0.142857143,,
465343,0.09047619,,
465531,0.077380952,,
465568,0.067857143,,
465731,0.401190476,,
466205,0.094047619,,
466342,0.038095238,,
466723,0.230952381,,
467007,0.119047619,,
467092,0.295238095,,
467339,0.066666667,,
467809,0.085714286,,
467892,0.217857143,,
468106,0.155952381,,
468370,0.163095238,,
468409,0.328571429,,
468666,0.129285714,,
468801,0.080952381,,
468808,0.121428571,,
468832,0.216666667,,
469237,0.067857143,,
469418,0.05,,
469440,0.270238095,,
469464,0.070238095,,
469699,0.137433862,,
469767,0.222619048,,
469824,0.13452381,,
471077,0.147619048,,
471161,0.119047619,,
471186,0.108333333,,
471500,0.078571429,,
471565,0.063095238,,
471649,0.052380952,,
471687,0.167063492,,
471717,0.092857143,,
471935,0.191402116,,
471946,0.088095238,,
471973,0.04047619,,
472394,0.103571429,,
472446,0.16547619,,
472614,0.142857143,,
472713,0.139550265,,
472785,0.080952381,,
472966,0.075,,
473332,0.121428571,,
473343,0.147619048,,
473402,0.229761905,,
473467,0.20515873,,
473568,0.073809524,,
473712,0.194047619,,
473847,0.060714286,,
474007,0.022619048,,
474120,0.471428571,,
474239,0.127380952,,
474261,0.121428571,,
474278,0.039285714,,
474384,0.167857143,,
474464,0.097619048,,
474546,0.119047619,,
474951,0.116904762,,
474980,0.105952381,,
475060,0.048809524,,
475130,0.171428571,,
475467,0.103571429,,
475531,0.098280423,,
476081,0.135714286,,
476104,0.172619048,,
476124,0.079761905,,
476173,0.075,,
476270,0.101190476,,
476393,0.15,,
476436,0.205952381,,
476535,0.110978836,,
476665,0.130952381,,
476693,0.160714286,,
476714,0.204761905,,
476742,0.075,,
476916,0.09047619,,
476956,0.070238095,,
477285,0.071428571,,
477316,0.183333333,,
477597,0.082142857,,
477730,0.180952381,,
477805,0.108333333,,
478003,0.078809524,,
478146,0.347619048,,
478188,0.063095238,,
478228,0.06547619,,
478291,0.121428571,,
478533,0.070238095,,
478585,0.130952381,,
478760,0.525,,
478801,0.110238095,,
478834,0.071428571,,
479071,0.126851852,,
479078,0.045238095,,
479101,0.170238095,,
479254,0.098280423,,
479524,0.226322751,,
479785,0.01547619,,
480186,0.211904762,,
480313,0.430952381,,
480331,0.079761905,,
480690,0.148809524,,
480796,0.069047619,,
480877,0.102380952,,
480895,0.436904762,,
480975,0.044047619,,
481050,0.160714286,,
481245,0.070767196,,
481292,0.120238095,,
481358,0.05,,
481554,0.103571429,,
481622,0.120238095,,
481772,0.147619048,,
481781,0.043253968,,
482264,0.111904762,,
482335,0.057010582,,
482424,0.122619048,,
482548,0.125,,
482602,0.197619048,,
482621,0.071428571,,
482630,0.183333333,,
482744,0.11521164,,
482811,0.314285714,,
483224,0.171428571,,
483237,0.126190476,,
483345,0.155952381,,
483480,0.113095238,,
483483,0.107142857,,
483525,0.161904762,,
483603,0.117328042,,
483928,0.167857143,,
483982,0.069047619,,
484249,0.085714286,,
484342,0.103571429,,
484418,0.10952381,,
484987,0.141666667,,
485149,0.096164021,,
485260,0.102380952,,
485393,0.289285714,,
485505,0.061904762,,
485518,0.178571429,,
485536,0.049603175,,
485544,0.179761905,,
485591,0.091666667,,
485658,0.651190476,,
485780,0.151190476,,
485785,0.088095238,,
485891,0.336904762,,
485894,0.096428571,,
486046,0.055952381,,
486113,0.126190476,,
486191,0.047619048,,
486261,0.052380952,,
486268,0.096428571,,
486270,0.128571429,,
486366,0.095238095,,
486447,0.123809524,,
486454,0.102380952,,
486605,0.089285714,,
486671,0.207142857,,
486751,0.348333333,,
486823,0.144047619,,
487002,0.06547619,,
487036,0.085582011,,
487040,0.167857143,,
487101,0.13452381,,
487276,0.153571429,,
487352,0.05952381,,
487453,0.563095238,,
487637,0.086904762,,
487680,0.182936508,,
487715,0.404761905,,
487858,0.08452381,,
487954,0.098280423,,
488009,0.054761905,,
488099,0.048809524,,
488246,0.053571429,,
488314,0.438095238,,
488410,0.120238095,,
488430,0.254761905,,
488462,0.089285714,,
488480,0.127380952,,
488511,0.158333333,,
488529,0.09047619,,
488539,0.075,,
488672,0.151190476,,
488827,0.152380952,,
488865,0.079761905,,
488870,0.433730159,,
488918,0.148809524,,
488974,0.098809524,,
489096,0.103571429,,
489131,0.036904762,,
489575,0.128968254,,
489635,0.14047619,,
489661,0.033333333,,
489730,0.113095238,,
489785,0.110978836,,
489786,0.026190476,,
489802,0.044047619,,
489844,0.063095238,,
489852,0.116666667,,
489949,0.319047619,,
489953,0.171428571,,
489992,0.121428571,,
490040,0.151190476,,
490107,0.133333333,,
490133,0.154761905,,
490201,0.09047619,,
490348,0.075,,
490358,0.1,,
490517,0.098809524,,
490576,0.058333333,,
490608,0.116269841,,
490629,0.167857143,,
490671,0.149074074,,
491003,0.14047619,,
491124,0.132142857,,
491141,0.161904762,,
491175,0.119761905,,
491182,0.175529101,,
491241,0.077380952,,
491266,0.203571429,,
491559,0.139285714,,
491597,0.170238095,,
491617,0.068650794,,
491706,0.101190476,,
491772,0.076190476,,
491925,0.139285714,,
491930,0.11547619,,
491995,0.453571429,,
492209,0.10952381,,
492211,0.141666667,,
492287,0.068650794,,
492371,0.13452381,,
492497,0.392857143,,
492614,0.010714286,,
492999,0.05,,
493177,0.1,,
493409,0.170238095,,
493476,0.06547619,,
493718,0.130026455,,
494294,0.126190476,,
494374,0.096428571,,
494382,0.166666667,,
494441,0.238095238,,
494463,0.080952381,,
494484,0.163095238,,
494590,0.103571429,,
494630,0.096164021,,
494680,0.102380952,,
494704,0.202380952,,
494985,0.170238095,,
495029,0.22526455,,
495042,0.2,,
495080,0.122619048,,
495272,0.076058201,,
495273,0.220238095,,
495386,0.102380952,,
495482,0.228439153,,
495592,0.107804233,,
495603,0.133333333,,
495727,0.183333333,,
496016,0.208333333,,
496074,0.058333333,,
496273,0.110978836,,
496286,0.192857143,,
496332,0.135714286,,
496382,0.11547619,,
496408,0.371190476,,
496566,0.110714286,,
496899,0.219047619,,
496972,0.078174603,,
497042,0.2,,
497077,0.625,,
497108,0.08452381,,
497225,0.122619048,,
497475,0.073809524,,
497615,0.123809524,,
497678,0.120502646,,
497680,0.092857143,,
497829,0.141666667,,
497915,0.11547619,,
498154,0.060714286,,
498199,0.105952381,,
498287,0.163095238,,
498298,0.11547619,,
498357,0.136904762,,
498363,0.09047619,,
498500,0.35,,
498574,0.098809524,,
498607,0.126190476,,
498665,0.276190476,,
498857,0.120238095,,
498931,0.058333333,,
499028,0.098809524,,
499038,0.113095238,,
499252,0.144047619,,
499313,0.091666667,,
499366,0.133333333,,
499375,0.141666667,,
499379,0.105687831,,
499461,0.11547619,,
499475,0.10952381,,
499633,0.157142857,,
499634,0.09510582,,
499659,0.257142857,,
499669,0.035952381,,
499751,0.15542328,,
499760,0.01547619,,
499780,0.375,,
499810,0.08452381,,
499847,0.180820106,,
499969,0.083333333,,
499979,0.139761905,,
499990,0.383333333,,
500078,0.11547619,,
500196,0.111904762,,
500243,0.060185185,,
500257,0.038095238,,
500288,0.045238095,,
500299,0.05,,
500493,0.069047619,,
500532,0.072619048,,
500646,0.082142857,,
500745,0.132142857,,
500773,0.196428571,,
500791,0.178571429,,
500828,0.071428571,,
500972,0.069047619,,
500974,0.145238095,,
501087,0.1,,
501125,0.082142857,,
501184,0.272619048,,
501322,0.136375661,,
501344,0.039285714,,
501436,0.396428571,,
501512,0.066666667,,
501708,0.285714286,,
501735,0.10952381,,
501764,0.066666667,,
501780,0.16547619,,
501794,0.120238095,,
501817,0.121560847,,
501830,0.043253968,,
501897,0.053571429,,
501947,0.34547619,,
502063,0.030952381,,
502145,0.074047619,,
502210,0.357142857,,
502212,0.072619048,,
502353,0.146428571,,
502412,0.108333333,,
502435,0.105952381,,
502444,0.172619048,,
502609,0.143783069,,
502626,0.077380952,,
502799,0.185714286,,
502819,0.272619048,,
502826,0.104761905,,
502847,0.121428571,,
502850,0.051190476,,
502875,0.096428571,,
502995,0.053835979,,
503042,0.08452381,,
503049,0.001190476,,
503058,0.070238095,,
503126,0.102380952,,
503161,0.069708995,,
503277,0.110714286,,
503342,0.328571429,,
503418,0.190343915,,
503483,0.085714286,,
503621,0.153571429,,
503760,0.141666667,,
503773,0.092857143,,
503918,0.057142857,,
503928,0.080952381,,
503945,0.102380952,,
503973,0.195634921,,
504081,0.091190476,,
504133,0.127380952,,
504240,0.163095238,,
504299,0.091666667,,
504320,0.110714286,,
504371,0.183333333,,
504435,0.25952381,,
504473,0.08452381,,
504579,0.054761905,,
504610,0.033333333,,
504665,0.057010582,,
504669,0.120238095,,
504786,0.120238095,,
504859,0.060714286,,
504892,0.121428571,,
504916,0.254761905,,
504936,0.159656085,,
504945,0.149074074,,
505062,0.078571429,,
505066,0.057142857,,
505172,0.344047619,,
505230,0.08452381,,
505285,0.179761905,,
505289,0.105952381,,
505358,0.164285714,,
505414,0.079761905,,
505498,0.088095238,,
505617,0.253571429,,
505667,0.087698413,,
505680,0.108333333,,
505713,0.095238095,,
505747,0.1,,
505771,0.101455026,,
505854,0.141666667,,
505916,0.189285714,,
505933,0.191666667,,
505941,0.092857143,,
506013,0.153571429,,
506130,0.106168831,,
506186,0.227380952,,
506234,0.11521164,,
506250,0.110714286,,
506347,0.019047619,,
506427,0.171296296,,
506611,0.098809524,,
506652,0.078571429,,
506675,0.095238095,,
506704,0.122619048,,
506777,0.09047619,,
506807,0.152380952,,
506828,0.14047619,,
506837,0.09047619,,
506858,0.083333333,,
506990,0.078571429,,
507036,0.133333333,,
507133,0.095238095,,
507207,0.114285714,,
507273,0.125,,
507376,0.063095238,,
507395,0.481349206,,
507431,0.107142857,,
507435,0.103571429,,
507505,0.047486772,,
507513,0.051190476,,
507531,0.073941799,,
507557,0.122619048,,
507573,0.082142857,,
507617,0.09510582,,
507728,0.054761905,,
507732,0.273809524,,
507753,0.110714286,,
507759,0.073809524,,
507773,0.107142857,,
507805,0.304761905,,
508050,0.121428571,,
508096,0.075,,
508111,0.342857143,,
508144,0.085714286,,
508153,0.091666667,,
508240,0.104761905,,
508360,0.111904762,,
508367,0.094047619,,
508497,0.123677249,,
508512,0.225,,
508546,0.091666667,,
508611,0.046428571,,
508625,0.410714286,,
508693,0.139285714,,
508713,0.052380952,,
508731,0.139285714,,
508829,0.332142857,,
508848,0.130952381,,
508849,0.098809524,,
508856,0.294047619,,
508857,0.117857143,,
508860,0.06547619,,
508866,0.148809524,,
508877,0.173412698,,
508891,0.05952381,,
508892,0.145238095,,
508901,0.051190476,,
508912,0.283333333,,
508917,0.045238095,,
508923,0.29047619,,
508938,0.166666667,,
508940,0.189285714,,
508944,0.142857143,,
508946,0.120238095,,
508964,0.066666667,,
508973,0.097222222,,
509001,0.05952381,,
509024,0.11547619,,
509036,0.091666667,,
509052,0.11547619,,
509061,0.220238095,,
509069,0.126190476,,
509098,0.127910053,,
509115,0.147619048,,
509119,0.076190476,,
509157,0.108333333,,
509160,0.132142857,,
509162,0.041137566,,
509202,0.048809524,,
509221,0.131084656,,
509242,0.129761905,,
509272,0.076190476,,
509278,0.325,,
509282,0.122619048,,
509302,0.076058201,,
509316,0.15952381,,
509324,0.110978836,,
509341,0.060714286,,
509346,0.086904762,,
509353,0.041137566,,
509354,0.092857143,,
509359,0.096428571,,
509402,0.026190476,,
509411,0.11547619,,
509413,0.058333333,,
509414,0.201190476,,
509419,0.130952381,,
509421,0.244312169,,
509435,0.217857143,,
509445,0.078571429,,
509453,0.096428571,,
509454,0.085714286,,
509459,0.079761905,,
509467,0.082142857,,
509498,0.077380952,,
509515,0.068650794,,
509516,0.116269841,,
509530,0.122619048,,
509552,0.1,,
509598,0.10952381,,
509603,0.113095238,,
509626,0.130952381,,
509635,0.107142857,,
509638,0.097619048,,
509645,0.288095238,,
509681,0.110714286,,
509712,0.078571429,,
509713,0.104761905,,
509717,0.076190476,,
509749,0.169047619,,
509763,0.154761905,,
509765,0.148015873,,
509781,0.06547619,,
509822,0.129761905,,
509826,0.046428571,,
509841,0.110714286,,
509855,0.053571429,,
509876,0.042857143,,
509892,0.195238095,,
509903,0.145238095,,
509919,0.069047619,,
509924,0.091931217,,
509933,0.053571429,,
509969,0.039761905,,
509990,0.041666667,,
510003,0.055952381,,
510022,0.103571429,,
510044,0.123809524,,
510048,0.08452381,,
510061,0.180952381,,
510067,0.085582011,,
510070,0.192857143,,
510078,0.356904762,,
510079,0.062301587,,
510081,0.202380952,,
510090,0.08452381,,
510093,0.153571429,,
510094,0.05,,
510104,0.104761905,,
510108,0.247486772,,
510112,0.104761905,,
510114,0.169047619,,
510134,0.161904762,,
510155,0.083333333,,
510156,0.148809524,,
510163,0.130952381,,
510164,0.104761905,,
510170,0.11547619,,
510172,0.086904762,,
510179,0.11547619,,
510185,0.147619048,,
510188,0.492316017,,
510195,0.120238095,,
510198,0.173412698,,
510213,0.178571429,,
510215,0.161772487,,
510219,0.132142857,,
510227,0.052380952,,
510238,0.08452381,,
510239,0.097619048,,
510243,0.10952381,,
510257,0.042857143,,
510270,0.161904762,,
510283,0.077380952,,
510315,0.230952381,,
510316,0.142857143,,
510326,0.210714286,,
510328,0.167857143,,
510343,0.211507937,,
510356,0.080952381,,
510365,0.082142857,,
510369,0.138095238,,
510379,0.071428571,,
510393,0.104761905,,
510418,0.051719577,,
510423,0.091666667,,
510449,0.200925926,,
510452,0.10952381,,
510459,0.147619048,,
510490,0.097619048,,
510494,0.106746032,,
510511,0.138095238,,
510533,0.09047619,,
510537,0.122619048,,
510543,0.030952381,,
510545,0.101190476,,
510558,0.11521164,,
510570,0.080291005,,
510571,0.069047619,,
510575,0.05,,
510580,0.067857143,,
510582,0.122619048,,
510585,0.079761905,,
510586,0.141666667,,
510610,0.060714286,,
510618,0.104761905,,
510676,0.10952381,,
510686,0.151190476,,
510694,0.481349206,,
510700,0.417857143,,
510707,0.08452381,,
510719,0.076058201,,
510733,0.070238095,,
510754,0.145238095,,
510779,0.117857143,,
510805,0.117857143,,
510815,0.138492063,,
510822,0.10462963,,
510828,0.070767196,,
510836,0.155952381,,
510841,0.337857143,,
510890,0.126851852,,
510899,0.087380952,,
510944,0.138095238,,
510946,0.158333333,,
510953,0.142857143,,
510960,0.15952381,,
510961,0.128571429,,
510972,0.108333333,,
511017,0.075,,
511055,0.09047619,,
511066,0.172619048,,
511093,0.114285714,,
511122,0.094047619,,
511125,0.078571429,,
511126,0.119444444,,
511140,0.116666667,,
511142,0.117857143,,
511145,0.077380952,,
511148,0.089285714,,
511160,0.121428571,,
511178,0.166666667,,
511195,0.141666667,,
511208,0.088095238,,
511219,0.030952381,,
511223,0.370238095,,
511238,0.051190476,,
511260,0.141666667,,
511298,0.170238095,,
511314,0.123677249,,
511326,0.116666667,,
511328,0.069047619,,
511331,0.248544974,,
511364,0.228571429,,
511377,0.139285714,,
511379,0.097222222,,
511397,0.143783069,,
511398,0.210714286,,
511399,0.081349206,,
511418,0.080952381,,
511424,0.085714286,,
511433,0.087698413,,
511440,0.126190476,,
511455,0.128571429,,
511469,0.072619048,,
511489,0.148809524,,
511502,0.154047619,,
511504,0.122619048,,
511535,0.145238095,,
511542,0.096428571,,
511549,0.089285714,,
511552,0.145238095,,
511554,0.092989418,,
511560,0.128571429,,
511567,0.153571429,,
511568,0.088095238,,
511570,0.157142857,,
511577,0.054761905,,
511578,0.147619048,,
511587,0.114285714,,
511589,0.052380952,,
511608,0.1,,
511609,0.064285714,,
511613,0.133333333,,
511638,0.073809524,,
511665,0.403571429,,
511666,0.139285714,,
511677,0.392857143,,
511680,0.139285714,,
511697,0.111904762,,
511712,0.096428571,,
511726,0.086904762,,
511739,0.117328042,,
511757,0.076190476,,
511762,0.083333333,,
511764,0.098809524,,
511772,0.069047619,,
511778,0.135714286,,
511783,0.128571429,,
511784,0.168121693,,
511800,0.154761905,,
511803,0.117857143,,
511805,0.092989418,,
511809,0.082142857,,
511811,0.171428571,,
511821,0.047619048,,
511827,0.286904762,,
511851,0.068650794,,
511859,0.069047619,,
511860,0.126190476,,
511862,0.11547619,,
511878,0.222089947,,
511884,0.139285714,,
511902,0.136375661,,
511910,0.055952381,,
511916,0.101190476,,
511923,0.071428571,,
511936,0.126190476,,
511943,0.105952381,,
511977,0.313095238,,
511989,0.046428571,,
511996,0.075,,
511998,0.071428571,,
512009,0.085714286,,
512010,0.102380952,,
512016,0.085582011,,
512024,0.155952381,,
512028,0.122619048,,
512060,0.101455026,,
512063,0.082142857,,
512069,0.175,,
512078,0.091666667,,
512099,0.132142857,,
512103,0.2,,
512144,0.042195767,,
512147,0.353306878,,
512148,0.042857143,,
512163,0.071428571,,
512173,0.091666667,,
512190,0.126190476,,
512193,0.038095238,,
512197,0.134259259,,
512201,0.138095238,,
512204,0.169047619,,
512243,0.223148148,,
512249,0.052380952,,
512266,0.207142857,,
512271,0.118386243,,
512283,0.189285714,,
512289,0.092857143,,
512294,0.182142857,,
512295,0.14047619,,
512301,0.11547619,,
512302,0.107142857,,
512303,0.10952381,,
512305,0.15952381,,
512322,0.183333333,,
512329,0.129761905,,
512362,0.086640212,,
512377,0.212566138,,
512392,0.078174603,,
512397,0.095,,
512402,0.058068783,,
512416,0.133333333,,
512418,0.123809524,,
512419,0.061904762,,
512440,0.144047619,,
512443,0.076190476,,
512447,0.046428571,,
512463,0.152380952,,
512495,0.102380952,,
512529,0.076190476,,
512536,0.163095238,,
512552,0.036904762,,
512556,0.143783069,,
512558,0.394047619,,
512587,0.110714286,,
512589,0.108333333,,
512596,0.127380952,,
512598,0.196428571,,
512610,0.116269841,,
512623,0.032142857,,
512628,0.121428571,,
512631,0.147619048,,
512655,0.250661376,,
512671,0.135714286,,
512677,0.05,,
512680,0.080952381,,
512691,0.108333333,,
512693,0.198809524,,
512695,0.142857143,,
512696,0.138095238,,
512704,0.098809524,,
512706,0.082792208,,
512780,0.103571429,,
512786,0.139285714,,
512787,0.163095238,,
512791,0.082142857,,
512801,0.158333333,,
512826,0.127380952,,
512831,0.096428571,,
512835,0.111904762,,
512846,0.194047619,,
512848,0.113095238,,
512880,0.025,,
512887,0.16547619,,
512888,0.061904762,,
512900,0.058068783,,
512904,0.104761905,,
512922,0.133333333,,
512928,0.405952381,,
512943,0.088095238,,
512945,0.102380952,,
512974,0.128968254,,
512976,0.15,,
512984,0.136904762,,
512999,0.094047619,,
513004,0.152380952,,
513005,0.073809524,,
513006,0.150238095,,
513026,0.13452381,,
513030,0.077380952,,
513031,0.055952381,,
513058,0.235714286,,
513089,0.128571429,,
513090,0.090873016,,
513091,0.059126984,,
513093,0.123809524,,
513096,0.051190476,,
513103,0.11547619,,
513126,0.119047619,,
513138,0.03452381,,
513164,0.05,,
513206,0.025,,
513216,0.191402116,,
513220,0.194047619,,
513221,0.09047619,,
513227,0.127380952,,
513233,0.080291005,,
513236,0.160714286,,
513237,0.126190476,,
513241,0.020238095,,
513242,0.076904762,,
513259,0.127380952,,
513261,0.081349206,,
513289,0.108333333,,
513296,0.198809524,,
513317,0.121428571,,
513322,0.133201058,,
513338,0.092857143,,
513339,0.127380952,,
513345,0.099338624,,
513347,0.121666667,,
513366,0.146428571,,
513381,0.085714286,,
513387,0.09047619,,
513397,0.169047619,,
513402,0.09047619,,
513408,0.223809524,,
513422,0.079761905,,
513425,0.052777778,,
513438,0.105952381,,
513441,0.067857143,,
513470,0.092857143,,
513495,0.092857143,,
513497,0.08452381,,
513509,0.10952381,,
513543,0.396428571,,
513546,0.008333333,,
513555,0.117328042,,
513568,0.058333333,,
513569,0.052777778,,
513582,0.120238095,,
513602,0.088095238,,
513611,0.11547619,,
513613,0.079761905,,
513620,0.137433862,,
513625,0.196428571,,
513627,0.141666667,,
513628,0.129761905,,
513638,0.138095238,,
513659,0.105952381,,
513661,0.048809524,,
513683,0.166666667,,
513714,0.039285714,,
513721,0.098280423,,
513742,0.041666667,,
513761,0.148809524,,
513776,0.060185185,,
513787,0.372619048,,
513791,0.11547619,,
513796,0.122619048,,
513800,0.030952381,,
513807,0.354761905,,
513823,0.054761905,,
513826,0.113095238,,
513844,0.1,,
513853,0.152248677,,
513856,0.09047619,,
513860,0.123809524,,
513869,0.28452381,,
513875,0.33452381,,
513917,0.1,,
513926,0.192857143,,
513933,0.186904762,,
513953,0.029497354,,
513956,0.113095238,,
513964,0.091666667,,
513967,0.11521164,,
513995,0.09047619,,
514002,0.276190476,,
514003,0.153571429,,
514021,0.038095238,,
514023,0.096428571,,
514053,0.03452381,,
514071,0.113095238,,
514076,0.050661376,,
514113,0.06547619,,
514132,0.114285714,,
514133,0.097619048,,
514164,0.093095238,,
514167,0.536904762,,
514206,0.098809524,,
514208,0.054761905,,
514210,0.134259259,,
514215,0.153571429,,
514235,0.044047619,,
514261,0.095238095,,
514275,0.119047619,,
